source_brand,source_patient_id,email_opt_in,sms_opt_in,phone_opt_in,marketing_opt_in,research_opt_in,last_updated
MEDFIRST,10016,False,False,False,True,False,2026-05-13T18:06:13.745935
MEDFIRST,10328,True,True,True,True,True,2026-05-13T18:06:13.745939
MEDFIRST,10450,False,False,True,False,True,2026-05-13T18:06:13.745942
MEDFIRST,10079,True,False,True,False,False,2026-05-13T18:06:13.745946
MEDFIRST,10451,True,True,False,True,True,2026-05-13T18:06:13.745949
MEDFIRST,11643,True,False,False,False,True,2026-05-13T18:06:13.745953
MEDFIRST,10401,False,True,True,False,False,2026-05-13T18:06:13.745956
MEDFIRST,10467,True,True,True,True,False,2026-05-13T18:06:13.745959
MEDFIRST,10330,True,True,False,False,True,2026-05-13T18:06:13.745963
MEDFIRST,10227,True,True,True,True,False,2026-05-13T18:06:13.745967
MEDFIRST,10172,False,False,False,True,False,2026-05-13T18:06:13.745970
MEDFIRST,24550,True,True,False,True,False,2026-05-13T18:06:13.745974
MEDFIRST,10210,True,False,True,True,True,2026-05-13T18:06:13.745978
MEDFIRST,10395,False,False,False,True,True,2026-05-13T18:06:13.745981
MEDFIRST,28034,False,False,True,False,True,2026-05-13T18:06:13.745984
MEDFIRST,10357,True,True,True,True,True,2026-05-13T18:06:13.745988
MEDFIRST,10270,False,True,True,True,False,2026-05-13T18:06:13.745991
MEDFIRST,11696,False,False,False,True,False,2026-05-13T18:06:13.745995
MEDFIRST,10442,True,False,False,True,True,2026-05-13T18:06:13.745998
MEDFIRST,10380,True,False,False,False,False,2026-05-13T18:06:13.746002
MEDFIRST,10240,True,True,True,False,False,2026-05-13T18:06:13.746006
MEDFIRST,11772,True,True,False,True,False,2026-05-13T18:06:13.746009
MEDFIRST,10391,False,False,False,True,True,2026-05-13T18:06:13.746012
MEDFIRST,10076,True,True,False,False,True,2026-05-13T18:06:13.746016
MEDFIRST,10213,False,False,False,False,False,2026-05-13T18:06:13.746019
MEDFIRST,10291,True,True,True,False,False,2026-05-13T18:06:13.746023
MEDFIRST,10006,False,True,True,True,False,2026-05-13T18:06:13.746026
MEDFIRST,10039,True,True,True,True,False,2026-05-13T18:06:13.746030
MEDFIRST,10487,False,True,False,True,False,2026-05-13T18:06:13.746034
MEDFIRST,10040,True,True,True,True,True,2026-05-13T18:06:13.746037
MEDFIRST,10072,True,False,True,True,True,2026-05-13T18:06:13.746041
MEDFIRST,10187,True,True,True,True,False,2026-05-13T18:06:13.746044
MEDFIRST,10075,True,False,False,True,False,2026-05-13T18:06:13.746048
MEDFIRST,10015,True,True,False,True,False,2026-05-13T18:06:13.746051
MEDFIRST,10080,False,True,True,True,False,2026-05-13T18:06:13.746054
MEDFIRST,10304,True,False,True,False,False,2026-05-13T18:06:13.746058
MEDFIRST,10244,True,False,True,True,False,2026-05-13T18:06:13.746061
MEDFIRST,10037,True,True,False,True,True,2026-05-13T18:06:13.746065
MEDFIRST,10473,True,False,False,True,False,2026-05-13T18:06:13.746068
MEDFIRST,11601,True,False,True,True,False,2026-05-13T18:06:13.746072
MEDFIRST,10054,True,True,True,True,True,2026-05-13T18:06:13.746075
MEDFIRST,10463,True,True,True,False,True,2026-05-13T18:06:13.746079
MEDFIRST,10027,True,True,False,True,False,2026-05-13T18:06:13.746083
MEDFIRST,10190,True,False,False,True,False,2026-05-13T18:06:13.746086
MEDFIRST,22302,True,True,True,True,False,2026-05-13T18:06:13.746089
MEDFIRST,10426,True,True,False,False,False,2026-05-13T18:06:13.746093
MEDFIRST,11642,False,True,False,True,False,2026-05-13T18:06:13.746097
MEDFIRST,10375,False,True,False,True,True,2026-05-13T18:06:13.746100
MEDFIRST,11763,True,False,False,False,True,2026-05-13T18:06:13.746104
MEDFIRST,10439,True,False,False,True,False,2026-05-13T18:06:13.746107
MEDFIRST,10360,True,True,False,False,True,2026-05-13T18:06:13.746110
MEDFIRST,24166,True,True,True,True,True,2026-05-13T18:06:13.746114
MEDFIRST,10060,True,False,True,True,False,2026-05-13T18:06:13.746117
MEDFIRST,10492,True,True,True,False,False,2026-05-13T18:06:13.746121
MEDFIRST,10382,True,True,True,True,False,2026-05-13T18:06:13.746125
MEDFIRST,10028,True,True,False,True,False,2026-05-13T18:06:13.746128
MEDFIRST,10114,True,True,True,False,False,2026-05-13T18:06:13.746132
MEDFIRST,10423,True,False,True,True,True,2026-05-13T18:06:13.746136
MEDFIRST,10107,False,False,True,False,False,2026-05-13T18:06:13.746140
MEDFIRST,10124,False,False,True,False,False,2026-05-13T18:06:13.746144
MEDFIRST,10488,True,False,True,False,False,2026-05-13T18:06:13.746147
MEDFIRST,10282,True,True,True,True,False,2026-05-13T18:06:13.746151
MEDFIRST,11702,True,True,True,True,False,2026-05-13T18:06:13.746154
MEDFIRST,10427,True,False,True,True,False,2026-05-13T18:06:13.746157
MEDFIRST,11703,False,False,True,True,False,2026-05-13T18:06:13.746161
MEDFIRST,10235,True,True,True,False,True,2026-05-13T18:06:13.746164
MEDFIRST,26928,False,True,False,True,False,2026-05-13T18:06:13.746168
MEDFIRST,11705,False,False,True,True,True,2026-05-13T18:06:13.746171
MEDFIRST,10419,False,True,False,False,True,2026-05-13T18:06:13.746175
MEDFIRST,10398,True,True,True,True,True,2026-05-13T18:06:13.746178
MEDFIRST,10443,True,True,True,True,False,2026-05-13T18:06:13.746182
MEDFIRST,10447,False,True,True,True,False,2026-05-13T18:06:13.746185
MEDFIRST,10434,True,True,False,True,True,2026-05-13T18:06:13.746189
MEDFIRST,11746,True,True,False,True,False,2026-05-13T18:06:13.746192
MEDFIRST,10178,True,False,False,True,False,2026-05-13T18:06:13.746196
MEDFIRST,10030,True,True,True,True,False,2026-05-13T18:06:13.746199
MEDFIRST,10056,True,True,False,False,True,2026-05-13T18:06:13.746203
MEDFIRST,22003,False,True,True,False,False,2026-05-13T18:06:13.746207
MEDFIRST,10242,True,True,True,True,False,2026-05-13T18:06:13.746211
MEDFIRST,21478,False,True,False,True,False,2026-05-13T18:06:13.746214
MEDFIRST,10460,True,True,True,True,False,2026-05-13T18:06:13.746218
MEDFIRST,10008,True,False,False,True,False,2026-05-13T18:06:13.746221
MEDFIRST,28740,True,True,True,True,False,2026-05-13T18:06:13.746225
MEDFIRST,20345,True,True,False,True,False,2026-05-13T18:06:13.746228
MEDFIRST,11543,True,False,True,True,False,2026-05-13T18:06:13.746232
MEDFIRST,26139,True,False,False,False,True,2026-05-13T18:06:13.746236
MEDFIRST,10120,True,True,True,True,True,2026-05-13T18:06:13.746239
MEDFIRST,27780,False,False,True,False,True,2026-05-13T18:06:13.746243
MEDFIRST,10359,True,True,True,True,False,2026-05-13T18:06:13.746246
MEDFIRST,11500,False,True,False,False,True,2026-05-13T18:06:13.746249
MEDFIRST,10383,False,False,True,False,False,2026-05-13T18:06:13.746253
MEDFIRST,10415,True,False,False,False,False,2026-05-13T18:06:13.746256
MEDFIRST,10499,True,True,False,True,True,2026-05-13T18:06:13.746260
MEDFIRST,10397,False,True,True,True,False,2026-05-13T18:06:13.746263
MEDFIRST,10295,False,True,False,False,True,2026-05-13T18:06:13.746266
MEDFIRST,10269,True,True,True,False,False,2026-05-13T18:06:13.746270
MEDFIRST,10215,True,True,False,True,False,2026-05-13T18:06:13.746274
MEDFIRST,10366,True,False,False,False,True,2026-05-13T18:06:13.746278
MEDFIRST,10297,False,True,True,True,True,2026-05-13T18:06:13.746281
MEDFIRST,10042,True,True,True,True,True,2026-05-13T18:06:13.746284
MEDFIRST,10486,True,True,False,False,False,2026-05-13T18:06:13.746288
MEDFIRST,10117,True,True,False,True,True,2026-05-13T18:06:13.746291
MEDFIRST,10420,True,False,True,True,True,2026-05-13T18:06:13.746295
MEDFIRST,11647,True,True,True,True,False,2026-05-13T18:06:13.746298
MEDFIRST,10272,False,True,False,True,False,2026-05-13T18:06:13.746302
MEDFIRST,10252,True,True,True,False,True,2026-05-13T18:06:13.746305
MEDFIRST,11614,True,True,False,False,False,2026-05-13T18:06:13.746309
MEDFIRST,10275,False,True,True,True,True,2026-05-13T18:06:13.746313
MEDFIRST,11651,True,True,False,True,True,2026-05-13T18:06:13.746316
MEDFIRST,10281,False,True,True,False,False,2026-05-13T18:06:13.746319
MEDFIRST,10214,False,True,True,False,False,2026-05-13T18:06:13.746323
MEDFIRST,10196,True,False,False,True,True,2026-05-13T18:06:13.746326
MEDFIRST,10125,True,True,True,True,False,2026-05-13T18:06:13.746330
MEDFIRST,10471,True,True,False,False,False,2026-05-13T18:06:13.746333
MEDFIRST,10334,True,False,True,True,False,2026-05-13T18:06:13.746337
MEDFIRST,10483,True,True,False,True,True,2026-05-13T18:06:13.746340
MEDFIRST,10410,False,True,False,True,False,2026-05-13T18:06:13.746344
MEDFIRST,10070,True,True,True,False,True,2026-05-13T18:06:13.746347
MEDFIRST,10170,True,True,False,True,False,2026-05-13T18:06:13.746351
MEDFIRST,10325,True,True,False,True,False,2026-05-13T18:06:13.746355
MEDFIRST,10406,True,True,False,True,True,2026-05-13T18:06:13.746358
MEDFIRST,20916,False,False,False,True,False,2026-05-13T18:06:13.746362
MEDFIRST,10211,True,False,True,True,False,2026-05-13T18:06:13.746365
MEDFIRST,10498,False,False,False,True,True,2026-05-13T18:06:13.746369
MEDFIRST,10355,True,True,True,True,False,2026-05-13T18:06:13.746372
MEDFIRST,10246,True,False,False,True,True,2026-05-13T18:06:13.746381
MEDFIRST,10217,True,True,True,True,False,2026-05-13T18:06:13.746384
MEDFIRST,10253,True,True,True,False,True,2026-05-13T18:06:13.746388
MEDFIRST,10163,True,True,False,False,False,2026-05-13T18:06:13.746391
MEDFIRST,11764,True,False,True,True,False,2026-05-13T18:06:13.746395
MEDFIRST,10197,False,True,True,True,False,2026-05-13T18:06:13.746399
MEDFIRST,10392,True,False,False,True,True,2026-05-13T18:06:13.746403
MEDFIRST,10093,True,True,True,True,False,2026-05-13T18:06:13.746406
MEDFIRST,10065,True,True,False,False,False,2026-05-13T18:06:13.746410
MEDFIRST,10165,False,True,False,True,False,2026-05-13T18:06:13.746413
MEDFIRST,10046,True,True,True,True,False,2026-05-13T18:06:13.746417
MEDFIRST,10148,True,True,False,True,False,2026-05-13T18:06:13.746420
MEDFIRST,10285,True,True,True,False,True,2026-05-13T18:06:13.746424
MEDFIRST,11530,False,True,True,True,False,2026-05-13T18:06:13.746427
MEDFIRST,11510,True,False,False,True,False,2026-05-13T18:06:13.746431
MEDFIRST,10068,True,True,False,True,True,2026-05-13T18:06:13.746434
MEDFIRST,10489,False,True,True,True,True,2026-05-13T18:06:13.746437
MEDFIRST,10457,True,True,False,True,False,2026-05-13T18:06:13.746441
MEDFIRST,10399,False,False,True,False,False,2026-05-13T18:06:13.746444
MEDFIRST,10151,True,True,True,True,False,2026-05-13T18:06:13.746448
MEDFIRST,10327,True,False,False,True,False,2026-05-13T18:06:13.746451
MEDFIRST,11525,True,True,True,True,False,2026-05-13T18:06:13.746455
MEDFIRST,10152,True,False,False,False,True,2026-05-13T18:06:13.746459
MEDFIRST,10002,False,True,True,False,False,2026-05-13T18:06:13.746462
MEDFIRST,27786,False,True,True,True,True,2026-05-13T18:06:13.746466
MEDFIRST,10271,True,False,True,True,False,2026-05-13T18:06:13.746469
MEDFIRST,10377,True,False,False,True,False,2026-05-13T18:06:13.746473
MEDFIRST,28133,True,True,True,True,False,2026-05-13T18:06:13.746476
MEDFIRST,10277,False,True,True,True,False,2026-05-13T18:06:13.746480
MEDFIRST,10106,False,True,False,True,True,2026-05-13T18:06:13.746483
MEDFIRST,10356,True,False,False,False,True,2026-05-13T18:06:13.746487
MEDFIRST,11570,True,True,True,False,True,2026-05-13T18:06:13.746490
MEDFIRST,10308,True,False,True,True,True,2026-05-13T18:06:13.746493
MEDFIRST,10153,True,True,False,True,False,2026-05-13T18:06:13.746497
MEDFIRST,10435,True,True,False,False,True,2026-05-13T18:06:13.746523
MEDFIRST,11771,True,True,True,True,True,2026-05-13T18:06:13.746529
MEDFIRST,10342,True,False,True,True,True,2026-05-13T18:06:13.746534
MEDFIRST,10438,True,False,False,True,False,2026-05-13T18:06:13.746538
MEDFIRST,10182,True,True,True,True,True,2026-05-13T18:06:13.746542
MEDFIRST,10154,True,True,False,True,False,2026-05-13T18:06:13.746545
MEDFIRST,11656,True,True,True,True,True,2026-05-13T18:06:13.746549
MEDFIRST,10086,True,True,False,True,False,2026-05-13T18:06:13.746552
MEDFIRST,10369,False,True,False,True,False,2026-05-13T18:06:13.746556
MEDFIRST,10121,True,True,True,True,True,2026-05-13T18:06:13.746559
MEDFIRST,10341,True,True,False,True,True,2026-05-13T18:06:13.746563
MEDFIRST,10078,True,True,False,False,True,2026-05-13T18:06:13.746567
MEDFIRST,10365,True,True,True,False,False,2026-05-13T18:06:13.746571
MEDFIRST,11745,True,False,True,False,False,2026-05-13T18:06:13.746574
MEDFIRST,10104,False,True,False,True,True,2026-05-13T18:06:13.746578
MEDFIRST,11541,True,True,True,True,True,2026-05-13T18:06:13.746581
MEDFIRST,11666,True,True,False,True,False,2026-05-13T18:06:13.746584
MEDFIRST,10173,True,True,True,True,False,2026-05-13T18:06:13.746588
MEDFIRST,21833,True,True,False,True,True,2026-05-13T18:06:13.746591
MEDFIRST,10115,True,True,True,True,True,2026-05-13T18:06:13.746595
MEDFIRST,11670,True,False,True,True,False,2026-05-13T18:06:13.746598
MEDFIRST,10231,False,True,True,False,True,2026-05-13T18:06:13.746602
MEDFIRST,10293,False,True,False,True,False,2026-05-13T18:06:13.746606
MEDFIRST,10361,True,False,False,True,False,2026-05-13T18:06:13.746610
MEDFIRST,10150,True,True,True,False,True,2026-05-13T18:06:13.746613
MEDFIRST,10394,False,True,False,True,False,2026-05-13T18:06:13.746617
MEDFIRST,10437,True,True,True,False,True,2026-05-13T18:06:13.746621
MEDFIRST,10232,True,True,False,True,True,2026-05-13T18:06:13.746625
MEDFIRST,10024,True,True,False,True,True,2026-05-13T18:06:13.746628
MEDFIRST,10229,True,True,True,True,False,2026-05-13T18:06:13.746631
MEDFIRST,10001,True,True,False,True,False,2026-05-13T18:06:13.746635
MEDFIRST,10145,True,True,False,False,True,2026-05-13T18:06:13.746638
MEDFIRST,10425,False,True,True,False,False,2026-05-13T18:06:13.746641
MEDFIRST,22363,False,True,True,True,False,2026-05-13T18:06:13.746645
MEDFIRST,11561,True,True,True,False,False,2026-05-13T18:06:13.746648
MEDFIRST,10303,True,True,False,True,True,2026-05-13T18:06:13.746652
MEDFIRST,11523,False,False,True,True,False,2026-05-13T18:06:13.746655
MEDFIRST,10105,True,True,True,False,False,2026-05-13T18:06:13.746659
MEDFIRST,10045,True,False,True,True,False,2026-05-13T18:06:13.746662
MEDFIRST,11667,True,True,True,False,False,2026-05-13T18:06:13.746666
MEDFIRST,10126,True,False,False,True,False,2026-05-13T18:06:13.746669
MEDFIRST,11578,True,True,True,True,True,2026-05-13T18:06:13.746673
MEDFIRST,10273,True,True,False,False,False,2026-05-13T18:06:13.746676
MEDFIRST,11520,True,False,True,True,False,2026-05-13T18:06:13.746680
MEDFIRST,10057,False,False,True,True,False,2026-05-13T18:06:13.746684
MEDFIRST,10249,False,True,True,False,False,2026-05-13T18:06:13.746687
MEDFIRST,10158,True,True,False,False,True,2026-05-13T18:06:13.746691
MEDFIRST,10490,True,True,True,False,True,2026-05-13T18:06:13.746694
MEDFIRST,10339,False,True,True,True,True,2026-05-13T18:06:13.746697
MEDFIRST,10314,False,False,False,False,True,2026-05-13T18:06:13.746701
MEDFIRST,10167,True,True,True,False,True,2026-05-13T18:06:13.746705
MEDFIRST,10454,True,False,False,True,True,2026-05-13T18:06:13.746708
MEDFIRST,11577,True,True,False,False,False,2026-05-13T18:06:13.746711
MEDFIRST,10491,False,True,False,True,False,2026-05-13T18:06:13.746715
MEDFIRST,10142,True,True,False,True,True,2026-05-13T18:06:13.746718
MEDFIRST,10207,True,True,False,True,False,2026-05-13T18:06:13.746722
MEDFIRST,10087,True,True,False,True,False,2026-05-13T18:06:13.746725
MEDFIRST,10346,True,True,False,True,False,2026-05-13T18:06:13.746729
MEDFIRST,11514,True,True,True,True,True,2026-05-13T18:06:13.746732
MEDFIRST,10108,True,True,False,True,True,2026-05-13T18:06:13.746736
MEDFIRST,10009,True,False,True,True,True,2026-05-13T18:06:13.746739
MEDFIRST,11659,True,True,True,True,False,2026-05-13T18:06:13.746742
MEDFIRST,11704,True,True,False,True,False,2026-05-13T18:06:13.746746
MEDFIRST,10274,True,True,False,True,False,2026-05-13T18:06:13.746750
MEDFIRST,10085,True,True,True,True,False,2026-05-13T18:06:13.746753
MEDFIRST,10254,False,False,True,False,False,2026-05-13T18:06:13.746756
MEDFIRST,10135,False,False,True,False,False,2026-05-13T18:06:13.746760
MEDFIRST,10044,True,False,True,True,False,2026-05-13T18:06:13.746763
MEDFIRST,10013,True,True,True,True,False,2026-05-13T18:06:13.746767
MEDFIRST,10112,True,False,True,True,True,2026-05-13T18:06:13.746770
MEDFIRST,11733,True,False,True,True,True,2026-05-13T18:06:13.746774
MEDFIRST,10393,False,True,True,True,False,2026-05-13T18:06:13.746777
MEDFIRST,10386,True,True,True,True,False,2026-05-13T18:06:13.746781
MEDFIRST,11691,True,False,True,False,False,2026-05-13T18:06:13.746785
MEDFIRST,10012,True,False,False,False,False,2026-05-13T18:06:13.746788
MEDFIRST,10140,True,True,False,True,False,2026-05-13T18:06:13.746792
MEDFIRST,26943,True,True,False,True,False,2026-05-13T18:06:13.746795
MEDFIRST,10102,True,True,True,True,False,2026-05-13T18:06:13.746799
MEDFIRST,10412,True,False,False,False,True,2026-05-13T18:06:13.746802
MEDFIRST,10465,True,True,True,False,False,2026-05-13T18:06:13.746806
MEDFIRST,10251,True,False,True,True,False,2026-05-13T18:06:13.746809
MEDFIRST,10436,True,True,True,False,False,2026-05-13T18:06:13.746813
MEDFIRST,10073,True,True,True,True,False,2026-05-13T18:06:13.746816
MEDFIRST,10146,True,True,False,True,False,2026-05-13T18:06:13.746820
MEDFIRST,10071,True,True,True,True,False,2026-05-13T18:06:13.746824
MEDFIRST,10192,True,True,False,True,True,2026-05-13T18:06:13.746827
MEDFIRST,10403,True,True,True,True,True,2026-05-13T18:06:13.746831
MEDFIRST,10181,True,True,True,True,False,2026-05-13T18:06:13.746834
MEDFIRST,10166,True,True,False,True,True,2026-05-13T18:06:13.746838
MEDFIRST,10317,True,True,True,True,False,2026-05-13T18:06:13.746841
MEDFIRST,10021,True,True,False,False,True,2026-05-13T18:06:13.746844
MEDFIRST,10288,True,True,False,True,False,2026-05-13T18:06:13.746848
MEDFIRST,10184,True,True,True,False,True,2026-05-13T18:06:13.746851
MEDFIRST,23867,True,False,False,True,False,2026-05-13T18:06:13.746855
MEDFIRST,11603,True,True,False,False,False,2026-05-13T18:06:13.746858
MEDFIRST,10193,True,True,False,False,False,2026-05-13T18:06:13.746861
MEDFIRST,10180,True,False,True,True,False,2026-05-13T18:06:13.746865
MEDFIRST,10189,True,True,True,True,False,2026-05-13T18:06:13.746868
MEDFIRST,10470,True,True,False,True,True,2026-05-13T18:06:13.746872
MEDFIRST,10185,True,True,False,False,True,2026-05-13T18:06:13.746876
MEDFIRST,28551,True,False,True,True,True,2026-05-13T18:06:13.746879
MEDFIRST,10095,True,True,False,False,False,2026-05-13T18:06:13.746883
CAREPLUS,10737,True,False,False,True,False,2026-05-13T18:06:13.746888
CAREPLUS,10693,True,True,True,True,True,2026-05-13T18:06:13.746892
CAREPLUS,10661,False,True,False,True,False,2026-05-13T18:06:13.746895
CAREPLUS,11502,True,True,False,True,True,2026-05-13T18:06:13.746899
CAREPLUS,10756,False,True,False,True,False,2026-05-13T18:06:13.746933
CAREPLUS,10620,True,True,True,False,False,2026-05-13T18:06:13.746940
CAREPLUS,10634,True,True,True,True,False,2026-05-13T18:06:13.746945
CAREPLUS,11752,True,True,False,False,True,2026-05-13T18:06:13.746949
CAREPLUS,10903,True,False,True,True,True,2026-05-13T18:06:13.746953
CAREPLUS,10673,True,True,True,True,False,2026-05-13T18:06:13.746956
CAREPLUS,10582,True,False,False,True,False,2026-05-13T18:06:13.746960
CAREPLUS,10895,False,False,False,True,True,2026-05-13T18:06:13.746963
CAREPLUS,10577,True,False,False,True,False,2026-05-13T18:06:13.746967
CAREPLUS,10907,True,True,True,True,True,2026-05-13T18:06:13.746970
CAREPLUS,11672,True,True,False,True,False,2026-05-13T18:06:13.746974
CAREPLUS,10820,True,True,True,True,False,2026-05-13T18:06:13.746978
CAREPLUS,10641,True,True,True,True,True,2026-05-13T18:06:13.746982
CAREPLUS,11715,True,True,False,False,True,2026-05-13T18:06:13.746985
CAREPLUS,10910,True,True,False,True,False,2026-05-13T18:06:13.746989
CAREPLUS,10985,True,True,False,True,True,2026-05-13T18:06:13.746993
CAREPLUS,10776,True,False,False,True,False,2026-05-13T18:06:13.746996
CAREPLUS,29827,True,False,True,True,False,2026-05-13T18:06:13.747000
CAREPLUS,10826,True,True,True,False,True,2026-05-13T18:06:13.747004
CAREPLUS,10707,False,True,False,True,False,2026-05-13T18:06:13.747008
CAREPLUS,10679,False,True,True,False,True,2026-05-13T18:06:13.747011
CAREPLUS,10565,True,True,False,True,False,2026-05-13T18:06:13.747014
CAREPLUS,10819,True,True,True,True,True,2026-05-13T18:06:13.747018
CAREPLUS,10919,True,False,False,True,True,2026-05-13T18:06:13.747021
CAREPLUS,11644,True,False,True,True,False,2026-05-13T18:06:13.747024
CAREPLUS,10726,True,True,False,False,True,2026-05-13T18:06:13.747028
CAREPLUS,10586,True,True,False,True,True,2026-05-13T18:06:13.747032
CAREPLUS,10689,False,False,True,True,False,2026-05-13T18:06:13.747035
CAREPLUS,10653,False,False,True,False,True,2026-05-13T18:06:13.747038
CAREPLUS,10546,True,True,False,False,True,2026-05-13T18:06:13.747042
CAREPLUS,10734,True,False,False,False,False,2026-05-13T18:06:13.747046
CAREPLUS,10559,False,False,False,True,False,2026-05-13T18:06:13.747049
CAREPLUS,11507,True,True,False,True,True,2026-05-13T18:06:13.747053
CAREPLUS,11526,True,False,True,False,False,2026-05-13T18:06:13.747057
CAREPLUS,10934,True,True,False,False,False,2026-05-13T18:06:13.747060
CAREPLUS,10541,True,True,False,False,True,2026-05-13T18:06:13.747064
CAREPLUS,10828,True,False,False,True,True,2026-05-13T18:06:13.747067
CAREPLUS,10926,True,True,False,True,False,2026-05-13T18:06:13.747071
CAREPLUS,10863,True,True,False,False,True,2026-05-13T18:06:13.747074
CAREPLUS,10953,False,False,False,False,True,2026-05-13T18:06:13.747078
CAREPLUS,10566,True,True,False,False,True,2026-05-13T18:06:13.747081
CAREPLUS,10717,True,True,True,True,False,2026-05-13T18:06:13.747084
CAREPLUS,10572,True,True,True,True,False,2026-05-13T18:06:13.747088
CAREPLUS,11707,False,False,True,False,False,2026-05-13T18:06:13.747091
CAREPLUS,11533,False,True,False,True,True,2026-05-13T18:06:13.747095
CAREPLUS,10506,False,True,True,True,False,2026-05-13T18:06:13.747099
CAREPLUS,10648,True,True,False,True,False,2026-05-13T18:06:13.747102
CAREPLUS,10573,True,False,False,False,False,2026-05-13T18:06:13.747105
CAREPLUS,10646,True,True,False,True,True,2026-05-13T18:06:13.747109
CAREPLUS,10831,True,True,False,True,False,2026-05-13T18:06:13.747112
CAREPLUS,10911,True,True,False,False,False,2026-05-13T18:06:13.747116
CAREPLUS,29573,True,True,True,False,True,2026-05-13T18:06:13.747119
CAREPLUS,11657,False,True,False,True,False,2026-05-13T18:06:13.747123
CAREPLUS,10718,True,True,True,False,False,2026-05-13T18:06:13.747126
CAREPLUS,10604,True,True,False,False,False,2026-05-13T18:06:13.747129
CAREPLUS,10543,True,False,False,True,True,2026-05-13T18:06:13.747133
CAREPLUS,10607,False,False,True,True,False,2026-05-13T18:06:13.747136
CAREPLUS,10692,False,True,False,True,False,2026-05-13T18:06:13.747140
CAREPLUS,10994,True,True,True,True,True,2026-05-13T18:06:13.747143
CAREPLUS,10792,True,True,True,True,True,2026-05-13T18:06:13.747146
CAREPLUS,10832,True,True,True,False,False,2026-05-13T18:06:13.747149
CAREPLUS,10812,True,True,False,True,False,2026-05-13T18:06:13.747153
CAREPLUS,10531,True,False,False,True,False,2026-05-13T18:06:13.747156
CAREPLUS,10815,True,True,True,True,False,2026-05-13T18:06:13.747160
CAREPLUS,11721,False,False,False,True,False,2026-05-13T18:06:13.747163
CAREPLUS,10599,True,True,True,True,False,2026-05-13T18:06:13.747166
CAREPLUS,10644,True,True,False,True,True,2026-05-13T18:06:13.747170
CAREPLUS,10813,True,True,True,False,False,2026-05-13T18:06:13.747173
CAREPLUS,11661,True,True,True,False,False,2026-05-13T18:06:13.747177
CAREPLUS,10754,False,True,False,True,True,2026-05-13T18:06:13.747181
CAREPLUS,10898,True,True,False,True,False,2026-05-13T18:06:13.747185
CAREPLUS,10778,True,True,True,False,True,2026-05-13T18:06:13.747188
CAREPLUS,26025,True,True,True,False,False,2026-05-13T18:06:13.747192
CAREPLUS,10583,True,True,False,True,False,2026-05-13T18:06:13.747195
CAREPLUS,10764,True,True,True,False,True,2026-05-13T18:06:13.747199
CAREPLUS,29354,True,False,True,True,False,2026-05-13T18:06:13.747203
CAREPLUS,10501,True,True,False,False,True,2026-05-13T18:06:13.747206
CAREPLUS,10822,False,True,True,False,False,2026-05-13T18:06:13.747210
CAREPLUS,10896,True,True,False,True,False,2026-05-13T18:06:13.747214
CAREPLUS,10885,True,True,True,True,False,2026-05-13T18:06:13.747217
CAREPLUS,10596,False,True,False,False,False,2026-05-13T18:06:13.747221
CAREPLUS,10695,True,True,False,False,True,2026-05-13T18:06:13.747224
CAREPLUS,10817,True,False,False,False,True,2026-05-13T18:06:13.747228
CAREPLUS,24125,True,True,True,True,True,2026-05-13T18:06:13.747231
CAREPLUS,10649,True,False,False,True,False,2026-05-13T18:06:13.747235
CAREPLUS,10956,True,False,True,False,True,2026-05-13T18:06:13.747238
CAREPLUS,24036,True,True,True,False,False,2026-05-13T18:06:13.747242
CAREPLUS,11605,True,False,False,True,False,2026-05-13T18:06:13.747245
CAREPLUS,10705,True,False,False,True,False,2026-05-13T18:06:13.747248
CAREPLUS,10799,True,True,True,False,False,2026-05-13T18:06:13.747252
CAREPLUS,10622,True,True,True,True,True,2026-05-13T18:06:13.747256
CAREPLUS,10984,False,False,False,True,True,2026-05-13T18:06:13.747259
CAREPLUS,10757,False,False,True,True,True,2026-05-13T18:06:13.747263
CAREPLUS,11583,True,True,True,False,True,2026-05-13T18:06:13.747266
CAREPLUS,10500,True,True,False,True,False,2026-05-13T18:06:13.747270
CAREPLUS,11512,True,True,False,True,False,2026-05-13T18:06:13.747274
CAREPLUS,11639,False,True,False,False,False,2026-05-13T18:06:13.747277
CAREPLUS,10576,True,False,True,False,True,2026-05-13T18:06:13.747281
CAREPLUS,10978,False,True,False,True,False,2026-05-13T18:06:13.747285
CAREPLUS,10536,False,False,True,False,True,2026-05-13T18:06:13.747289
CAREPLUS,10995,True,False,True,True,False,2026-05-13T18:06:13.747292
CAREPLUS,10544,False,False,False,False,True,2026-05-13T18:06:13.747296
CAREPLUS,10875,True,True,False,True,False,2026-05-13T18:06:13.747299
CAREPLUS,10848,True,True,False,True,False,2026-05-13T18:06:13.747303
CAREPLUS,10666,False,True,True,True,True,2026-05-13T18:06:13.747306
CAREPLUS,10685,True,True,False,True,True,2026-05-13T18:06:13.747310
CAREPLUS,10636,True,True,False,True,True,2026-05-13T18:06:13.747313
CAREPLUS,10534,True,False,False,False,False,2026-05-13T18:06:13.747317
CAREPLUS,11555,True,True,False,False,True,2026-05-13T18:06:13.747320
CAREPLUS,11698,False,True,False,True,True,2026-05-13T18:06:13.747324
CAREPLUS,10932,False,False,False,True,True,2026-05-13T18:06:13.747328
